query_position,candidate_count__greedy,oracle_target_recall__greedy,reranked_canonical_smiles__greedy,reranked_exact_target_identity__greedy,reranked_morgan_similarity_to_target__greedy,reranked_target_scaffold_recovery__greedy,reranked_latent_cosine_to_supplied_condition__greedy,reranked_latent_relative_l2_to_supplied_condition__greedy,candidate_count__k50,oracle_target_recall__k50,reranked_canonical_smiles__k50,reranked_exact_target_identity__k50,reranked_morgan_similarity_to_target__k50,reranked_target_scaffold_recovery__k50,reranked_latent_cosine_to_supplied_condition__k50,reranked_latent_relative_l2_to_supplied_condition__k50,target_index,target_smiles,target_hash,case
5769,0,0.0,,0.0,0.0,0.0,,,21,1.0,COc1cccc(SCC(=O)Nc2cncc(-c3nncn3C)c2)c1,1.0,1.0,1.0,0.99999976,0.0006840918,42415,COc1cccc(SCC(=O)Nc2cncc(-c3nncn3C)c2)c1,e386f6fbcef85d591fcf78634e9ec80047cb63d8c46e05ff36faa5a2abb05cb4,recovered_by_candidate_search
4703,1,0.0,CC(C)(C)OC(=O)N1CCC[NH+](CC2CC(F)(F)CN2C2CCC2)C1,0.0,0.46268657,0.0,0.9599063,0.28137302,50,1.0,CC(C)(C)OC(=O)N1CC(F)(F)CC1CN1CCC[NH+]2CCCC2C1,1.0,1.0,1.0,0.99999994,0.00035067144,31936,CC(C)(C)OC(=O)N1CC(F)(F)CC1CN1CCC[NH+]2CCCC2C1,be94244eaf6dc7169c4bc7a7cf88f8a076f5bf6a0f95f9c5d7e18aea8680727d,recovered_by_candidate_search
9102,1,0.0,CNC(=O)Nc1cc(-c2ccc3c(c2)CCN(c2c(C)ccc(C(C)(C)C)c2O)C3=O)cn(C)c1=O,0.0,0.7605634,0.0,0.9991411,0.042105693,50,1.0,CNC(=O)Nc1cc(-c2ccc(C)c(N3CCc4cc(C(C)(C)C)ccc4C3=O)c2O)cn(C)c1=O,1.0,1.0,1.0,0.9999998,0.00061664527,49023,CNC(=O)Nc1cc(-c2ccc(C)c(N3CCc4cc(C(C)(C)C)ccc4C3=O)c2O)cn(C)c1=O,e661cc665d60ee6d357c0f87af89f13bd7905a2bccdc9510d8ada7287603e7a0,recovered_by_candidate_search
8243,1,0.0,CC(=O)Nc1cc(Nc2ccc(Cl)c(S(=O)(=O)[O-])c2)ccn1,0.0,0.5272727,0.0,0.99370843,0.11210006,50,1.0,CC(=O)Nc1ccc(Nc2cc(S(=O)(=O)[O-])ccc2Cl)cn1,1.0,1.0,1.0,0.9999998,0.0005928583,18834,CC(=O)Nc1ccc(Nc2cc(S(=O)(=O)[O-])ccc2Cl)cn1,cbce24a763c917e365d70e703b4ed80c42a2f5443b7626f21a918562f73012e4,recovered_by_candidate_search
5586,1,0.0,O=C(Nc1ccc2occc2c1)NC1CCc2n[nH]c(=O)cc2C1,0.0,0.6212121,0.0,0.9874856,0.15797949,25,1.0,O=C(Nc1ccc2occc(=O)c2c1)NC1CCc2n[nH]cc2C1,1.0,1.0,1.0,0.9999999,0.0005330535,8804,O=C(Nc1ccc2occc(=O)c2c1)NC1CCc2n[nH]cc2C1,2cb11572c3907dcac100ed1ff5dee9acc301a63724b153e1ae8a9cfeafd15ce0,recovered_by_candidate_search
3338,1,0.0,CS(=O)(=O)c1cccc(N2CC3CCC34COCC4C2)c1[N+](=O)[O-],0.0,0.49253732,0.0,0.9903321,0.13985142,25,1.0,CS(=O)(=O)c1cccc(N2CC3(CCC3)C3COCC32)c1[N+](=O)[O-],1.0,1.0,1.0,0.99999994,0.0003122064,46224,CS(=O)(=O)c1cccc(N2CC3(CCC3)C3COCC32)c1[N+](=O)[O-],13a6b86ce9475bb36f0f17d291ec695f9cb1061df5036d62000b5bc00fec4617,recovered_by_candidate_search
2889,1,0.0,COc1cccc2c1SC(O)(c1ccc(O)cc1)C2O,0.0,0.31034482,0.0,0.9455634,0.3468656,50,1.0,COc1cccc2c1C(Sc1ccc(O)cc1)CS2(O)O,1.0,1.0,1.0,0.9999999,0.0004711301,34499,COc1cccc2c1C(Sc1ccc(O)cc1)CS2(O)O,14bb9fbe88f4914d1e3780280d58c3d4178577aac50f1c39ca61358f9535a657,recovered_by_candidate_search
4437,1,0.0,CC1CC(NC(=O)N2CCOC(c3cccc(Cl)c3)C2)C1C,0.0,0.484375,1.0,0.9777531,0.21005678,31,1.0,CC1CC(NC(=O)N2CCOC(c3cccc(Cl)c3)C2C)C1,1.0,1.0,1.0,0.99999976,0.00068388897,7645,CC1CC(NC(=O)N2CCOC(c3cccc(Cl)c3)C2C)C1,45ca73917c391268a1f4ae6edcfa033449b686fa76f6dc40937f0afd962351d7,recovered_by_candidate_search
5,1,0.0,Cc1cc(C(=O)c2ccn[nH]2)c(C)cn1,0.0,0.3469388,0.0,0.9883012,0.15278506,45,1.0,Cc1nccc(C(=O)c2cnc[nH]2)c1C,1.0,1.0,1.0,0.9999999,0.00042723765,12470,Cc1nccc(C(=O)c2cnc[nH]2)c1C,1fd0a7f8295b9e8d98ee13e6030c3f9dba7fba4f983cf6ceff233d0126ffc978,recovered_by_candidate_search
5122,1,0.0,Cc1cnc(Nc2cc(Cl)cc(CO)c2)c(C#N)c1,0.0,0.6875,0.0,0.9967063,0.08158012,50,1.0,Cc1cnc(C#N)c(Nc2cc(Cl)cc(CO)c2)c1,1.0,1.0,1.0,0.9999999,0.0005027227,28040,Cc1cnc(C#N)c(Nc2cc(Cl)cc(CO)c2)c1,4c4280e34fe235957190ba39a40259bb8ff19fb83ca0d6117767382babc1cf0f,recovered_by_candidate_search
2156,1,0.0,O=C(COc1ccc(C(F)(F)F)cc1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,0.0,1.0,0.0,0.99998343,0.005766996,39,1.0,O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)Nc1ccc(C(F)(F)F)cc1,1.0,1.0,1.0,0.99999976,0.00072421326,36590,O=C(COc1ccc(S(=O)(=O)N2CCCC2)cc1)Nc1ccc(C(F)(F)F)cc1,7e0b2d903d7ad193cf9932ecc100269032e961e98f43bbbbd9c4588d17f26fa4,recovered_by_candidate_search
4465,1,0.0,CC(Oc1ccc(F)cc1)C(=O)N1CCc2c(-c3ccc(Br)cc3)noc2C1,0.0,0.73770493,0.0,0.9960951,0.08830204,30,1.0,CC(Oc1ccc(Br)cc1)C(=O)N1CCc2c(noc2-c2ccc(F)cc2)C1,1.0,1.0,1.0,0.99999976,0.0006731491,44042,CC(Oc1ccc(Br)cc1)C(=O)N1CCc2c(noc2-c2ccc(F)cc2)C1,ff046f63b5a7a647793cdfbdad11ee4352130f22318fbc3bc66891cc011fc071,recovered_by_candidate_search
5685,1,0.0,CS(=O)(=O)c1ccc(Nc2ccc(F)cc2[N+](=O)[O-])nc1,0.0,0.64,0.0,0.9982782,0.058800656,27,1.0,CS(=O)(=O)c1ccc(Nc2ccc(F)cc2[N+](=O)[O-])cn1,1.0,1.0,1.0,0.99999994,0.00040135047,15665,CS(=O)(=O)c1ccc(Nc2ccc(F)cc2[N+](=O)[O-])cn1,7a2184078bd3b1246812966d0e4ffce68fa47cd48b723fbd9e008188650d16f9,recovered_by_candidate_search
363,1,0.0,Cc1ccc2[nH]cc(CCNC(=O)C(c3cccc(Cl)c3)N(C)C)c2c1,0.0,0.8596491,1.0,0.9992319,0.039392427,33,1.0,Cc1ccc2c(CCNC(=O)C(c3cccc(Cl)c3)N(C)C)c[nH]c2c1,1.0,1.0,1.0,0.9999997,0.0007526166,30747,Cc1ccc2c(CCNC(=O)C(c3cccc(Cl)c3)N(C)C)c[nH]c2c1,42caec342c9bad628c160eaa51ef1eaff189ec47747be376f9e5bc33538ceb19,recovered_by_candidate_search
2865,1,0.0,Cc1ccc(CNc2cc[nH+]cc2N2CCOCC2)c(Cl)c1,0.0,0.61403507,0.0,0.9938881,0.110396266,50,1.0,Cc1c[nH+]ccc1NCc1cc(Cl)ccc1N1CCOCC1,1.0,1.0,1.0,0.9999998,0.0006222474,28642,Cc1c[nH+]ccc1NCc1cc(Cl)ccc1N1CCOCC1,6605406cce746e34737fef3d926b1b05152a938932f22b65afa6136a080f9e30,recovered_by_candidate_search
7886,1,0.0,CN(C(=O)CC(=C[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,0.0,0.34146342,1.0,0.95559245,0.30879277,50,1.0,CN(C(=O)C[Si](C)(C)C)C(=C[Si](C)(C)C)O[Si](C)(C)C,1.0,1.0,1.0,0.99999994,0.00025252576,12957,CN(C(=O)C[Si](C)(C)C)C(=C[Si](C)(C)C)O[Si](C)(C)C,199daa13e421ce7acf3cf32413a7f71de71852c2c9a2db54a45ed75d44dfc1a8,recovered_by_candidate_search
2309,1,0.0,CC1c2ccccc2Oc2ccc(Cl)cc2C2C(=O)N(C)CC12,0.0,0.5,0.0,0.98195946,0.18909216,50,1.0,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2(C)C1=O,1.0,1.0,1.0,0.99999994,0.00036643076,49499,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2(C)C1=O,c2321fef58169256a1501e127515bd219affe04fabcb3c5022cd32eb31a167ba,recovered_by_candidate_search
8073,1,0.0,Cc1ccc(C(=O)N(C)C)cc1Nc1cncc(C(C)(C)C)c1,0.0,0.82608694,1.0,0.9988121,0.04889905,33,1.0,Cc1cc(C(=O)N(C)C)ccc1Nc1cncc(C(C)(C)C)c1,1.0,1.0,1.0,0.99999976,0.0006880028,26601,Cc1cc(C(=O)N(C)C)ccc1Nc1cncc(C(C)(C)C)c1,cb975c73a35a33205aa1c2e7993def851b6d9f33e7cca2ca18b7d55a7a9a1ce8,recovered_by_candidate_search
91,1,0.0,Cc1conc1NC(=O)NC1CCSc2ccccc21,0.0,0.7307692,0.0,0.99725616,0.074416764,26,1.0,Cc1nocc1NC(=O)NC1CCSc2ccccc21,1.0,1.0,1.0,0.9999999,0.00049172575,21214,Cc1nocc1NC(=O)NC1CCSc2ccccc21,728be0cdd1852a7238aa0f17b414514ebb6a8467ef79509677d7f2d182b001c1,recovered_by_candidate_search
9455,1,0.0,Cc1cc(N2CCC(c3nccn3C3CC3)CC2)nc(C)n1,0.0,0.42857143,0.0,0.9935543,0.113400035,34,1.0,Cc1cc(N2CCC(n3cncc3C)CC2)nc(C2CC2)n1,1.0,1.0,1.0,0.9999999,0.00043701832,33430,Cc1cc(N2CCC(n3cncc3C)CC2)nc(C2CC2)n1,201695e1502c68af53098761cf4e7be65e6d762ff8c689e609ed3de5d0232cb2,recovered_by_candidate_search
5102,1,0.0,CC1C(=O)CCC1CC(=O)N1CCC(NC(=O)Nc2ccccc2)CC1,0.0,0.7090909,0.0,0.9977258,0.06747531,50,1.0,CC1C(=O)CCC1CC(=O)NC1CCN(C(=O)Nc2ccccc2)CC1,1.0,1.0,1.0,0.9999999,0.0005305167,34521,CC1C(=O)CCC1CC(=O)NC1CCN(C(=O)Nc2ccccc2)CC1,a68475dab224b56e4fc7e33930ae6b6a726252dd7aed0981438d7b4ee1380fde,recovered_by_candidate_search
8983,1,0.0,CN(C)c1ccc(Nc2ncnc3c([N+](=O)[O-])cccc23)cn1,0.0,0.71153843,1.0,0.9978643,0.06537749,49,1.0,CN(C)c1ccc(Nc2ncnc3cccc([N+](=O)[O-])c23)cn1,1.0,1.0,1.0,0.9999999,0.00047661847,14788,CN(C)c1ccc(Nc2ncnc3cccc([N+](=O)[O-])c23)cn1,38cf37c34b83dcd991fb0dbe3eb8a00e6a177387f6c64d66f0a9d53cf4093fe9,recovered_by_candidate_search
3241,1,0.0,COC(=O)CCc1ccc(Nc2ccncc2C)cc1,0.0,0.81395346,0.0,0.99901956,0.044274203,16,1.0,COC(=O)CCc1ccc(Nc2cnccc2C)cc1,1.0,1.0,1.0,0.9999996,0.0008989467,34236,COC(=O)CCc1ccc(Nc2cnccc2C)cc1,bac37c29bedaa72bf13cb62b9b3cd541a7896b6afa02d9b104c9ac402ccc9334,recovered_by_candidate_search
8645,0,0.0,,0.0,0.0,0.0,,,49,1.0,COc1ccncc1Nc1cc(F)c(F)c(F)c1F,1.0,1.0,1.0,0.9999999,0.00045610612,8103,COc1ccncc1Nc1cc(F)c(F)c(F)c1F,8e8912693a7623d768e7a9cf03f44aae841c0ccbbb8b38789ed0f922bb64228e,recovered_by_candidate_search
773,1,0.0,COc1cc(C(C)(C)C)ccc1CNC(=O)CSc1nnc(-c2ccc(OC)c(OC)c2)n1N,0.0,0.7936508,1.0,0.9984464,0.055757932,46,1.0,COc1cc(OC)c(OC)cc1CNC(=O)CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1N,1.0,1.0,1.0,0.9999999,0.00054552,37181,COc1cc(OC)c(OC)cc1CNC(=O)CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1N,853104dce1e2e8d90b8355809a9c46925421e54edeaf42c2623fedb3d190821e,recovered_by_candidate_search
5009,1,0.0,NC(=O)c1ccc(Cl)c(N2CCCC3(CC[NH+]3Cc3cccc(F)c3)C2)n1,0.0,0.74626863,1.0,0.9980202,0.06294896,50,1.0,NC(=O)c1nc(N2CCCC3(CC[NH+]3Cc3cccc(F)c3)C2)ccc1Cl,1.0,1.0,1.0,0.9999998,0.00063978217,26658,NC(=O)c1nc(N2CCCC3(CC[NH+]3Cc3cccc(F)c3)C2)ccc1Cl,c95e28f34bcd00c06d4e9be868a591fdb5f79635905c22b07135fa72a3ed152d,recovered_by_candidate_search
5055,1,0.0,CNc1ccc(Nc2cc(OC)c(OC)cc2F)cn1,0.0,0.7380952,1.0,0.9992299,0.039345052,32,1.0,CNc1ccc(Nc2cc(F)c(OC)cc2OC)cn1,1.0,1.0,1.0,0.9999999,0.0005447081,26977,CNc1ccc(Nc2cc(F)c(OC)cc2OC)cn1,eb57cc5f27f6dcceeeb46ce57012d0bd7257ce0dfc81d75519448556ea4d88b5,recovered_by_candidate_search
467,1,0.0,C=C(C#N)C(CCCC)CCOC,0.0,0.7058824,1.0,0.9989069,0.04819261,50,1.0,C=C(C#N)C(CCCCC)COC,1.0,1.0,1.0,0.99999994,0.00026276038,12666,C=C(C#N)C(CCCCC)COC,5ec0994a3cc92f787e195d5e2c2d5a30ab69d4aeb168a7472cd076da45cc6ffe,recovered_by_candidate_search
6715,1,0.0,C=CC1CCN(C(=O)c2c(C)nc(SC)[n-]c2=O)CC1,0.0,0.6226415,0.0,0.98777795,0.15594418,37,1.0,C=CC1CCN(C(=O)c2c(SC)nc(=O)[n-]c2C)CC1,1.0,1.0,1.0,0.9999998,0.0005746847,35357,C=CC1CCN(C(=O)c2c(SC)nc(=O)[n-]c2C)CC1,509dca66b41224580d1cb6bfc3232cf83b38e770d58ebb4b5ebc66273dafad8d,recovered_by_candidate_search
9297,1,0.0,CNC(=O)NC(CO)C(O)SC,0.0,0.5625,1.0,0.9913938,0.13351281,50,1.0,CNC(=O)NC(CSC)C(O)O,1.0,1.0,1.0,1.0,0.00023986283,34017,CNC(=O)NC(CSC)C(O)O,e89c09451341957d12ee70fdc2d1d06fe07e331e07ca6f1fb50998e8b6f177c0,recovered_by_candidate_search
1278,1,0.0,C=CCC(C)C1NC(=O)C(C(C)CC)N(C)C1=O,0.0,0.5531915,1.0,0.99497545,0.10013722,50,1.0,C=CCC(C)N1C(=O)C(C(C)CC)NC(=O)C1C,1.0,1.0,1.0,1.0,9.72116e-08,17919,C=CCC(C)N1C(=O)C(C(C)CC)NC(=O)C1C,52b6bb04d278762ae0cf331a6cd93cc65335b2fe1101a7c3147b8e2505e50605,recovered_by_candidate_search
6489,1,0.0,CCn1c(NC(=O)CSc2nn[nH]n2)nc2ccccc21,0.0,0.6551724,0.0,0.9944814,0.10503459,14,1.0,CCn1c(SCC(=O)Nc2nn[nH]n2)nc2ccccc21,1.0,1.0,1.0,0.9999999,0.0004979734,28897,CCn1c(SCC(=O)Nc2nn[nH]n2)nc2ccccc21,a0685e935f8a05696398ac2deed6185210115b35bfb015ef86de560e999bc280,recovered_by_candidate_search
2709,1,0.0,CC(=O)OC(C(=O)Nc1ccc2n[nH]c(Br)c2c1)c1ccccc1,0.0,0.84,0.0,0.99944645,0.033271313,19,1.0,CC(=O)OC(C(=O)Nc1ccc2c(Br)[nH]nc2c1)c1ccccc1,1.0,1.0,1.0,0.99999976,0.00066478935,41532,CC(=O)OC(C(=O)Nc1ccc2c(Br)[nH]nc2c1)c1ccccc1,f10e8abd82a432e9f4f145028b32114b0b35be2051472e84cbd3943eacde83e2,recovered_by_candidate_search
2179,1,0.0,CC([NH2+]CC1(C)CCCO1)C(c1ccc(Cl)cc1)c1cnn(C)c1,0.0,0.5833333,0.0,0.98470086,0.17453304,41,1.0,CC([NH2+]CC1(c2cnn(C)c2)CCCO1)C(C)c1ccc(Cl)cc1,1.0,1.0,1.0,0.9999997,0.00075967563,20102,CC([NH2+]CC1(c2cnn(C)c2)CCCO1)C(C)c1ccc(Cl)cc1,6abb1635667d7c9e609dbe2ec4092b555e7acf59e092fbd51e66074d5e2fb308,recovered_by_candidate_search
6418,1,0.0,CC1(C)CC(NS(=O)(=O)C2CC[NH+](C(C)(C)C)CC2)CO1,0.0,0.7619048,0.0,0.9987303,0.050383043,50,1.0,CC1(C)CC(S(=O)(=O)NC2CC[NH+](C(C)(C)C)CC2)CO1,1.0,1.0,1.0,0.99999994,0.0004028309,14342,CC1(C)CC(S(=O)(=O)NC2CC[NH+](C(C)(C)C)CC2)CO1,e430747aee194c0c719a7acaf3f2fdfbdb527f532de80d43c1dfe0cdf1295c8c,recovered_by_candidate_search
6839,1,0.0,CN(C)CCCOc1ccc(-c2ncc(Nc3cccc(F)c3)c(C(N)=O)n2)cc1,0.0,0.6142857,0.0,0.9938534,0.110727616,50,1.0,CN(C)CCCOc1ccc(Nc2ncc(-c3cccc(F)c3)nc2C(N)=O)cc1,1.0,1.0,1.0,0.99999976,0.00071416155,22710,CN(C)CCCOc1ccc(Nc2ncc(-c3cccc(F)c3)nc2C(N)=O)cc1,3489896fe4a070a19ddada467d9f3993c7761851b076e587ab346451b92e73e7,recovered_by_candidate_search
6390,1,0.0,CC1OCCC1C12CCOC(C)N1c1ccccc12,0.0,0.43396226,0.0,0.9915698,0.13674039,50,1.0,CC1CCOC1N1c2ccccc2C2(C)CCOC12,1.0,1.0,1.0,0.99999994,0.00040226895,30413,CC1CCOC1N1c2ccccc2C2(C)CCOC12,debc253023a72b21275ce0a72f5cc662922680bcb6ba5069f2282ae31a8b5712,recovered_by_candidate_search
8080,1,0.0,O=C(NC(C1CCCC1)C1CC1)N1CCCC1c1cc[nH]n1,0.0,0.93333334,0.0,0.99808943,0.06240109,43,1.0,O=C(NC(C1CCC1)C1CC1)N1CCCCC1c1cc[nH]n1,1.0,1.0,1.0,0.9999999,0.00053748337,17448,O=C(NC(C1CCC1)C1CC1)N1CCCCC1c1cc[nH]n1,c700716d7fd3ac02a491f265d111eba60776ab640dcefeb8876c877f37397fb5,recovered_by_candidate_search
1594,1,0.0,COCC1(CNC(=O)C2C[NH2+]CCN2C2CCCC2)CCOCC1,0.0,0.70689654,0.0,0.9958121,0.092149094,50,1.0,COCC1(CNC(=O)C2COCCN2C2CCCC2)CC[NH2+]CC1,1.0,1.0,1.0,0.9999999,0.0004994683,15944,COCC1(CNC(=O)C2COCCN2C2CCCC2)CC[NH2+]CC1,f4d452fdc13ca65cd5e47509f562a8861a171604330998590d0051f7a2449ad3,recovered_by_candidate_search
5409,1,0.0,COc1cc(C(=O)NCCNCc2cc3cc(F)ccc3o2)sn1,0.0,0.6935484,0.0,0.9948826,0.10314123,44,1.0,COc1cc(CNCCNC(=O)c2cc3cc(F)ccc3o2)sn1,1.0,1.0,1.0,0.9999999,0.00047714493,22952,COc1cc(CNCCNC(=O)c2cc3cc(F)ccc3o2)sn1,3e6abd5473354b0500b6b9d637028b232d895455ed71bca449664245fe1c0bcf,recovered_by_candidate_search
9871,1,0.0,CCC1CCCCN1Cc1nc2cccnc2n1CC(C)C,0.0,0.63793105,0.0,0.9913756,0.13196802,50,1.0,CCN1CCCCC1Cn1c(CC(C)C)nc2cccnc21,1.0,1.0,1.0,0.99999994,0.0004004383,16659,CCN1CCCCC1Cn1c(CC(C)C)nc2cccnc21,5aed7c512c5126ac0710db5f6a0271d41563495a4895ac6b740149de64a05d74,recovered_by_candidate_search
8049,1,0.0,COc1ccc(CCNS(=O)(=O)Cc2ccnc(F)c2)cc1,0.0,0.6938776,0.0,0.9964798,0.08477853,36,1.0,COc1ccc(CCS(=O)(=O)NCc2ccnc(F)c2)cc1,1.0,1.0,1.0,0.9999998,0.0006541644,3707,COc1ccc(CCS(=O)(=O)NCc2ccnc(F)c2)cc1,2368f5cde1198fc226bcf6a948c4028157d30c3a09c10ebbee0bbc506497f55a,recovered_by_candidate_search
6920,1,0.0,CCCCCC(C)[NH2+]C(C)CC(=O)OCC,0.0,0.4878049,1.0,0.99507964,0.09918699,44,1.0,CCCCOC(=O)CCC(C)[NH2+]C(C)CC,1.0,1.0,1.0,0.99999994,0.00040428285,23789,CCCCOC(=O)CCC(C)[NH2+]C(C)CC,7b71113c16dd7dc267401bbd81486f388dd97c29f8d089b296e1ad5218dae7d9,recovered_by_candidate_search
9356,1,0.0,O=C(NCC1CCCS(=O)(=O)C1)c1c[nH]c2ccc(F)cc12,0.0,0.8490566,1.0,0.99933046,0.037313204,12,1.0,O=C(NCC1CCCS(=O)(=O)C1)c1c[nH]c2cc(F)ccc12,1.0,1.0,1.0,0.9999999,0.0005183364,27663,O=C(NCC1CCCS(=O)(=O)C1)c1c[nH]c2cc(F)ccc12,a5dc1f6225a47d023ffb7fe998cf09c8b7aaa3543bf19204a5109b344c8ed9b5,recovered_by_candidate_search
832,1,0.0,CSc1ccnc(NCCc2sc(C)nc2C)n1,0.0,0.65957445,0.0,0.99864596,0.05249134,48,1.0,CSc1ccnc(NCCc2nc(C)c(C)s2)n1,1.0,1.0,1.0,0.99999994,0.0003830462,18195,CSc1ccnc(NCCc2nc(C)c(C)s2)n1,92866d3a9dfc2b1730e8d812cdca9148407d164f76ae99245045f96bc3b3f1bb,recovered_by_candidate_search
9496,1,0.0,OCCc1ccc(CNc2nnc(Cc3ccc(Cl)cc3)s2)cc1,0.0,0.6888889,0.0,0.9965406,0.0847346,37,1.0,OCc1ccc(CCNc2nnc(Cc3ccc(Cl)cc3)s2)cc1,1.0,1.0,1.0,0.9999999,0.0005383608,48231,OCc1ccc(CCNc2nnc(Cc3ccc(Cl)cc3)s2)cc1,6294c76250764937567d44876032363f6d25b14116295203968d7bfb09867c35,recovered_by_candidate_search
7726,1,0.0,Cc1ccc(O)c(COC2CC3CN(Cc4cccc(C)n4)CC[NH+]3C2)c1,0.0,0.87096775,0.0,0.9995792,0.02906957,50,1.0,Cc1ccc(O)c(CN2CC[NH+]3CC(OCc4cccc(C)n4)CC3C2)c1,1.0,1.0,1.0,0.99999994,0.0003865816,37624,Cc1ccc(O)c(CN2CC[NH+]3CC(OCc4cccc(C)n4)CC3C2)c1,e6b153138adf9cf3d0a27802f8199f7944cfeb0862f21526f8c9a962fe27fe01,recovered_by_candidate_search
4079,1,0.0,CN1C(=O)C(C)(C)NC(=O)C1CO,0.0,0.3846154,1.0,0.9990247,0.044276018,46,1.0,CN1C(=O)C(CO)NC(=O)C1(C)C,1.0,1.0,1.0,0.99999994,0.00032139706,35837,CN1C(=O)C(CO)NC(=O)C1(C)C,cfa6263026047419891c73d7587ae7f8759f3ee25dbd8abd993562af5c93431e,recovered_by_candidate_search
5537,1,0.0,O=C(CCCn1c(=O)oc2ccccc21)OCc1ccc2[nH]ncc2c1,0.0,0.6769231,0.0,0.9987769,0.04944882,28,1.0,O=C(CCCn1c(=O)oc2ccccc21)OCc1ccc2c[nH]nc2c1,1.0,1.0,1.0,0.9999998,0.0005651437,10242,O=C(CCCn1c(=O)oc2ccccc21)OCc1ccc2c[nH]nc2c1,c33bb54b420f503890ccfc439d4ca548f86c31798c8ae14ee5855f5153dc18f3,recovered_by_candidate_search
3027,1,0.0,O=C(CCNC(=O)c1ccc2c(c1)OCO2)NNC(=O)c1cc(F)ccc1Br,0.0,0.9230769,0.0,0.99998134,0.0061080838,47,1.0,O=C(CCNC(=O)c1cc(F)ccc1Br)NNC(=O)c1ccc2c(c1)OCO2,1.0,1.0,1.0,0.9999998,0.0005738042,30056,O=C(CCNC(=O)c1cc(F)ccc1Br)NNC(=O)c1ccc2c(c1)OCO2,b375b6766498b71c46d56a3e3ebb18b5361db45e694629a0d07cdac40dec95e3,recovered_by_candidate_search
1514,1,0.0,Cc1conc1C(=O)N1CCC([NH2+]Cc2nc(C3CC3)oc2C)C1,0.0,0.7966102,0.0,0.9990556,0.04422749,50,1.0,Cc1conc1C[NH2+]C1CCN(C(=O)c2nc(C3CC3)oc2C)C1,1.0,1.0,1.0,0.9999999,0.00046382903,33886,Cc1conc1C[NH2+]C1CCN(C(=O)c2nc(C3CC3)oc2C)C1,6640d471d0cd0e9155aa49b6cea4ce07460dd9cfe453b29e62218f22da053fa1,recovered_by_candidate_search
3363,1,0.0,CCOCCNC(=NC)NCC(C)N(C)C(=O)OC(C)(C)CC,0.0,0.6181818,1.0,0.9921058,0.1254582,50,1.0,CCOCCNC(=NC)NCC(C)CN(C)C(=O)OC(C)(C)C,1.0,1.0,1.0,0.99999994,0.0002451055,8621,CCOCCNC(=NC)NCC(C)CN(C)C(=O)OC(C)(C)C,1fb8b4cd186416b2b3eea0cdb091dd7af27442a5503da7344e740e1fdc232199,recovered_by_candidate_search
3768,1,0.0,CCS(=O)(=O)CC(=O)N1CCC(C2CCN(C)C2)CC1,0.0,0.8333333,1.0,0.9985578,0.053913202,35,1.0,CCS(=O)(=O)CC(=O)N1CCC(C2CCN(C)CC2)C1,1.0,1.0,1.0,0.99999994,0.00038403235,40353,CCS(=O)(=O)CC(=O)N1CCC(C2CCN(C)CC2)C1,2f55ffa8c9f24ea898a27c2be07683f8ea7602d71af12c6942161e162bf5368f,recovered_by_candidate_search
2951,1,0.0,O=C(C(OCCO)c1c[nH]cn1)N(CCO)C1CCC1,0.0,0.6481481,1.0,0.9799736,0.20002005,45,1.0,O=C(C(O)c1c[nH]cn1)N(CCOCCO)C1CCC1,1.0,1.0,1.0,0.9999999,0.00054217066,5641,O=C(C(O)c1c[nH]cn1)N(CCOCCO)C1CCC1,50670a7028afbcb60f5b0c0c5fe0935fad842c0f43f357464883467cbdf24e22,recovered_by_candidate_search
5853,1,0.0,CC1(C)CCCN(C(=O)NCC2CCC=CCC2)CCS1,0.0,0.82978725,0.0,0.9987554,0.05004218,50,1.0,CC1(C)CCN(C(=O)NCC2CCC=CCCC2)CCS1,1.0,1.0,1.0,0.99999994,0.00042214838,29891,CC1(C)CCN(C(=O)NCC2CCC=CCCC2)CCS1,9ec6b90152616df2d176e7a29841651a497c52ceb5efa35b887ce8c4513364ce,recovered_by_candidate_search
9743,1,0.0,CC1(NC(=O)C2CC2)CCN(CCNC(=O)c2cnon2)CC1,0.0,0.8490566,0.0,0.99980843,0.019749958,33,1.0,CC1(NC(=O)c2cnon2)CCN(CCNC(=O)C2CC2)CC1,1.0,1.0,1.0,0.9999999,0.00045375343,15266,CC1(NC(=O)c2cnon2)CCN(CCNC(=O)C2CC2)CC1,a864f05719139957ddc9fd306d157fa0fa65d7fc12ae2f48d55a40e28191111c,recovered_by_candidate_search
