phase,policy,control,query_position,target_index,condition_source_index,greedy_token_decoded,greedy_rdkit_valid,greedy_policy_accepted,raw_non_greedy_draws,raw_token_decoded,raw_rdkit_valid,raw_policy_accepted,unique_policy_accepted_non_greedy,retained_unique_candidate_count
final,beam64_lp00,correct_embedding,5208,41792,41792,1.0,1.0,1.0,64,64,52,52,51,50
final,beam64_lp00,correct_embedding,5209,36263,36263,1.0,1.0,1.0,64,64,28,28,21,22
final,beam64_lp00,correct_embedding,5210,29874,29874,1.0,1.0,1.0,64,64,63,63,54,50
final,beam64_lp00,correct_embedding,5211,40463,40463,1.0,1.0,1.0,64,64,35,35,28,29
final,beam64_lp00,correct_embedding,5212,12933,12933,1.0,1.0,1.0,64,64,33,33,26,27
final,beam64_lp00,correct_embedding,5213,37469,37469,1.0,1.0,1.0,64,64,42,42,40,41
final,beam64_lp00,correct_embedding,5214,14970,14970,1.0,1.0,1.0,64,64,43,43,30,31
final,beam64_lp00,correct_embedding,5215,18288,18288,1.0,1.0,1.0,64,64,37,37,36,37
final,beam64_lp00,correct_embedding,5216,9805,9805,1.0,1.0,1.0,64,64,28,28,23,24
final,beam64_lp00,correct_embedding,5217,11390,11390,1.0,1.0,1.0,64,64,49,49,42,43
final,beam64_lp00,correct_embedding,5218,25477,25477,1.0,1.0,1.0,64,64,64,64,61,50
final,beam64_lp00,correct_embedding,5219,13564,13564,1.0,1.0,1.0,64,64,36,36,26,27
final,beam64_lp00,correct_embedding,5220,29861,29861,1.0,1.0,1.0,64,64,54,54,53,50
final,beam64_lp00,correct_embedding,5221,49488,49488,1.0,1.0,1.0,64,64,64,64,55,50
final,beam64_lp00,correct_embedding,5222,5497,5497,1.0,1.0,1.0,64,64,42,42,37,38
final,beam64_lp00,correct_embedding,5223,14679,14679,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,5224,13273,13273,1.0,1.0,1.0,64,64,28,28,27,28
final,beam64_lp00,correct_embedding,5225,33369,33369,1.0,1.0,1.0,64,64,26,26,21,22
final,beam64_lp00,correct_embedding,5226,41104,41104,1.0,1.0,1.0,64,64,46,46,39,40
final,beam64_lp00,correct_embedding,5227,29765,29765,1.0,1.0,1.0,64,64,40,40,39,40
final,beam64_lp00,correct_embedding,5228,39822,39822,1.0,1.0,1.0,64,64,27,27,26,27
final,beam64_lp00,correct_embedding,5229,43010,43010,1.0,0.0,0.0,64,64,25,25,25,25
final,beam64_lp00,correct_embedding,5230,26438,26438,1.0,1.0,1.0,64,64,40,40,35,36
final,beam64_lp00,correct_embedding,5231,20587,20587,1.0,1.0,1.0,64,64,62,62,60,50
final,beam64_lp00,correct_embedding,5232,41558,41558,1.0,1.0,1.0,64,64,47,47,37,38
final,beam64_lp00,correct_embedding,5233,46597,46597,1.0,1.0,1.0,64,64,59,59,54,50
final,beam64_lp00,correct_embedding,5234,18007,18007,1.0,1.0,1.0,64,64,43,43,28,29
final,beam64_lp00,correct_embedding,5235,47399,47399,1.0,1.0,1.0,64,64,52,52,48,49
final,beam64_lp00,correct_embedding,5236,21557,21557,1.0,1.0,1.0,64,64,36,36,25,26
final,beam64_lp00,correct_embedding,5237,22433,22433,1.0,1.0,1.0,64,64,35,35,29,30
final,beam64_lp00,correct_embedding,5238,1626,1626,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,5239,27214,27214,1.0,1.0,1.0,64,64,28,28,22,23
final,beam64_lp00,correct_embedding,5240,28606,28606,1.0,1.0,1.0,64,64,47,47,42,43
final,beam64_lp00,correct_embedding,5241,8245,8245,1.0,1.0,1.0,64,64,41,41,37,38
final,beam64_lp00,correct_embedding,5242,34364,34364,1.0,1.0,1.0,64,64,36,36,25,26
final,beam64_lp00,correct_embedding,5243,21160,21160,1.0,1.0,1.0,64,64,43,43,29,30
final,beam64_lp00,correct_embedding,5244,3578,3578,1.0,1.0,1.0,64,64,49,49,35,36
final,beam64_lp00,correct_embedding,5245,41453,41453,1.0,1.0,1.0,64,64,35,35,31,32
final,beam64_lp00,correct_embedding,5246,14982,14982,1.0,1.0,1.0,64,64,43,43,40,41
final,beam64_lp00,correct_embedding,5247,48702,48702,1.0,1.0,1.0,64,64,30,30,26,27
final,beam64_lp00,correct_embedding,5248,28584,28584,1.0,1.0,1.0,64,64,39,39,32,33
final,beam64_lp00,correct_embedding,5249,21456,21456,1.0,1.0,1.0,64,64,39,39,31,32
final,beam64_lp00,correct_embedding,5250,23056,23056,1.0,0.0,0.0,64,64,29,29,29,29
final,beam64_lp00,correct_embedding,5251,16849,16849,1.0,1.0,1.0,64,64,21,21,18,19
final,beam64_lp00,correct_embedding,5252,3798,3798,1.0,1.0,1.0,64,64,58,58,54,50
final,beam64_lp00,correct_embedding,5253,7595,7595,1.0,1.0,1.0,64,64,58,58,52,50
final,beam64_lp00,correct_embedding,5254,40509,40509,1.0,1.0,1.0,64,64,63,63,62,50
final,beam64_lp00,correct_embedding,5255,18878,18878,1.0,1.0,1.0,64,64,41,41,34,35
final,beam64_lp00,correct_embedding,5256,35107,35107,1.0,1.0,1.0,64,64,45,45,40,41
final,beam64_lp00,correct_embedding,5257,26199,26199,1.0,1.0,1.0,64,64,51,51,48,49
final,beam64_lp00,correct_embedding,5258,37134,37134,1.0,1.0,1.0,64,64,42,42,41,42
final,beam64_lp00,correct_embedding,5259,28364,28364,1.0,1.0,1.0,64,64,43,43,38,39
final,beam64_lp00,correct_embedding,5260,21685,21685,1.0,1.0,1.0,64,64,58,58,54,50
final,beam64_lp00,correct_embedding,5261,46655,46655,1.0,1.0,1.0,64,64,48,48,44,45
final,beam64_lp00,correct_embedding,5262,7530,7530,1.0,1.0,1.0,64,64,64,64,60,50
final,beam64_lp00,correct_embedding,5263,1087,1087,1.0,1.0,1.0,64,64,46,46,41,42
final,beam64_lp00,correct_embedding,5264,31811,31811,1.0,1.0,1.0,64,64,60,60,59,50
final,beam64_lp00,correct_embedding,5265,31779,31779,1.0,1.0,1.0,64,64,62,62,61,50
final,beam64_lp00,correct_embedding,5266,28198,28198,1.0,0.0,0.0,64,64,34,34,31,31
final,beam64_lp00,correct_embedding,5267,2381,2381,1.0,1.0,1.0,64,64,31,31,29,30
final,beam64_lp00,correct_embedding,5268,39203,39203,1.0,1.0,1.0,64,64,22,22,21,22
final,beam64_lp00,correct_embedding,5269,9594,9594,1.0,1.0,1.0,64,64,63,63,61,50
final,beam64_lp00,correct_embedding,5270,9928,9928,1.0,1.0,1.0,64,64,39,39,36,37
final,beam64_lp00,correct_embedding,5271,1042,1042,1.0,1.0,1.0,64,64,29,29,21,22
final,beam64_lp00,correct_embedding,5272,26965,26965,1.0,1.0,1.0,64,64,39,39,29,30
final,beam64_lp00,correct_embedding,5273,32843,32843,1.0,1.0,1.0,64,64,37,37,31,32
final,beam64_lp00,correct_embedding,5274,47317,47317,1.0,1.0,1.0,64,64,35,35,29,30
final,beam64_lp00,correct_embedding,5275,3479,3479,1.0,1.0,1.0,64,64,33,33,26,27
final,beam64_lp00,correct_embedding,5276,33641,33641,1.0,1.0,1.0,64,64,53,53,33,34
final,beam64_lp00,correct_embedding,5277,46916,46916,1.0,1.0,1.0,64,64,34,34,31,32
final,beam64_lp00,correct_embedding,5278,35547,35547,1.0,1.0,1.0,64,64,60,60,50,50
final,beam64_lp00,correct_embedding,5279,4709,4709,1.0,1.0,1.0,64,64,55,55,49,50
final,beam64_lp00,correct_embedding,5280,7597,7597,1.0,1.0,1.0,64,64,46,46,39,40
final,beam64_lp00,correct_embedding,5281,41083,41083,1.0,1.0,1.0,64,64,32,32,26,27
final,beam64_lp00,correct_embedding,5282,6450,6450,1.0,1.0,1.0,64,64,33,33,22,23
final,beam64_lp00,correct_embedding,5283,24585,24585,1.0,1.0,1.0,64,64,54,54,52,50
final,beam64_lp00,correct_embedding,5284,25408,25408,1.0,1.0,1.0,64,64,35,35,32,33
final,beam64_lp00,correct_embedding,5285,26708,26708,1.0,1.0,1.0,64,64,36,36,30,31
final,beam64_lp00,correct_embedding,5286,45152,45152,1.0,1.0,1.0,64,64,35,35,32,33
final,beam64_lp00,correct_embedding,5287,26465,26465,1.0,1.0,1.0,64,64,58,58,48,49
final,beam64_lp00,correct_embedding,5288,18807,18807,1.0,1.0,1.0,64,64,46,46,37,38
final,beam64_lp00,correct_embedding,5289,13552,13552,1.0,1.0,1.0,64,64,54,54,53,50
final,beam64_lp00,correct_embedding,5290,1344,1344,1.0,1.0,1.0,64,64,46,46,39,40
final,beam64_lp00,correct_embedding,5291,25846,25846,1.0,1.0,1.0,64,64,46,46,44,45
final,beam64_lp00,correct_embedding,5292,5756,5756,1.0,1.0,1.0,64,64,33,33,22,23
final,beam64_lp00,correct_embedding,5293,32882,32882,1.0,1.0,1.0,64,64,43,43,39,40
final,beam64_lp00,correct_embedding,5294,26249,26249,1.0,1.0,1.0,64,64,62,62,57,50
final,beam64_lp00,correct_embedding,5295,31684,31684,1.0,1.0,1.0,64,64,51,51,41,42
final,beam64_lp00,correct_embedding,5296,30122,30122,1.0,1.0,1.0,64,64,48,48,45,46
final,beam64_lp00,correct_embedding,5297,40073,40073,1.0,1.0,1.0,64,64,54,54,43,44
final,beam64_lp00,correct_embedding,5298,1280,1280,1.0,1.0,1.0,64,64,63,63,53,50
final,beam64_lp00,correct_embedding,5299,49511,49511,1.0,1.0,1.0,64,64,30,30,23,24
final,beam64_lp00,correct_embedding,5300,4167,4167,1.0,1.0,1.0,64,64,56,56,54,50
final,beam64_lp00,correct_embedding,5301,33528,33528,1.0,1.0,1.0,64,64,30,30,24,25
final,beam64_lp00,correct_embedding,5302,29646,29646,1.0,1.0,1.0,64,64,37,37,29,30
final,beam64_lp00,correct_embedding,5303,41393,41393,1.0,1.0,1.0,64,64,23,23,18,19
final,beam64_lp00,correct_embedding,5304,40836,40836,1.0,1.0,1.0,64,64,56,56,48,49
final,beam64_lp00,correct_embedding,5305,24950,24950,1.0,1.0,1.0,64,64,53,53,50,50
final,beam64_lp00,correct_embedding,5306,38743,38743,1.0,1.0,1.0,64,64,52,52,45,46
final,beam64_lp00,correct_embedding,5307,22502,22502,1.0,1.0,1.0,64,64,18,18,14,15
final,beam64_lp00,correct_embedding,5308,49938,49938,1.0,0.0,0.0,64,64,40,40,38,38
final,beam64_lp00,correct_embedding,5309,45866,45866,1.0,1.0,1.0,64,64,60,60,59,50
final,beam64_lp00,correct_embedding,5310,29779,29779,1.0,1.0,1.0,64,64,24,24,23,24
final,beam64_lp00,correct_embedding,5311,41326,41326,1.0,1.0,1.0,64,64,33,33,28,29
final,beam64_lp00,correct_embedding,5312,45917,45917,1.0,1.0,1.0,64,64,25,25,20,21
final,beam64_lp00,correct_embedding,5313,4641,4641,1.0,1.0,1.0,64,64,38,38,30,31
final,beam64_lp00,correct_embedding,5314,33263,33263,1.0,1.0,1.0,64,64,60,60,57,50
final,beam64_lp00,correct_embedding,5315,39371,39371,1.0,1.0,1.0,64,64,48,48,35,36
final,beam64_lp00,correct_embedding,5316,12884,12884,1.0,1.0,1.0,64,64,50,50,46,47
final,beam64_lp00,correct_embedding,5317,43870,43870,1.0,1.0,1.0,64,64,52,52,44,45
final,beam64_lp00,correct_embedding,5318,15326,15326,1.0,1.0,1.0,64,64,64,64,61,50
final,beam64_lp00,correct_embedding,5319,33085,33085,1.0,1.0,1.0,64,64,31,31,26,27
final,beam64_lp00,correct_embedding,5320,25511,25511,1.0,0.0,0.0,64,64,28,28,25,25
final,beam64_lp00,correct_embedding,5321,12168,12168,1.0,1.0,1.0,64,64,57,57,56,50
final,beam64_lp00,correct_embedding,5322,22291,22291,1.0,1.0,1.0,64,64,34,34,28,29
final,beam64_lp00,correct_embedding,5323,1367,1367,1.0,1.0,1.0,64,64,33,33,29,30
final,beam64_lp00,correct_embedding,5324,48947,48947,1.0,1.0,1.0,64,64,51,51,47,48
final,beam64_lp00,correct_embedding,5325,49408,49408,1.0,1.0,1.0,64,64,49,49,48,49
final,beam64_lp00,correct_embedding,5326,7898,7898,1.0,1.0,1.0,64,64,37,37,34,35
final,beam64_lp00,correct_embedding,5327,414,414,1.0,1.0,1.0,64,64,34,34,23,24
final,beam64_lp00,correct_embedding,5328,42069,42069,1.0,1.0,1.0,64,64,33,33,25,26
final,beam64_lp00,correct_embedding,5329,49509,49509,1.0,1.0,1.0,64,64,54,54,52,50
final,beam64_lp00,correct_embedding,5330,44219,44219,1.0,1.0,1.0,64,64,28,28,21,22
final,beam64_lp00,correct_embedding,5331,49712,49712,1.0,1.0,1.0,64,64,54,54,47,48
final,beam64_lp00,correct_embedding,5332,34859,34859,1.0,1.0,1.0,64,64,51,51,44,45
final,beam64_lp00,correct_embedding,5333,13272,13272,1.0,0.0,0.0,64,64,27,27,27,27
final,beam64_lp00,correct_embedding,5334,32390,32390,1.0,1.0,1.0,64,64,43,43,42,43
final,beam64_lp00,correct_embedding,5335,35611,35611,1.0,1.0,1.0,64,64,30,30,27,28
final,beam64_lp00,correct_embedding,5336,12221,12221,1.0,1.0,1.0,64,64,48,48,38,39
final,beam64_lp00,correct_embedding,5337,24543,24543,1.0,1.0,1.0,64,64,31,31,27,28
final,beam64_lp00,correct_embedding,5338,13556,13556,1.0,1.0,1.0,64,64,32,32,21,22
final,beam64_lp00,correct_embedding,5339,13777,13777,1.0,1.0,1.0,64,64,62,62,51,50
final,beam64_lp00,correct_embedding,5340,33669,33669,1.0,1.0,1.0,64,64,30,30,29,30
final,beam64_lp00,correct_embedding,5341,38546,38546,1.0,1.0,1.0,64,64,64,64,60,50
final,beam64_lp00,correct_embedding,5342,48482,48482,1.0,1.0,1.0,64,64,45,45,42,43
final,beam64_lp00,correct_embedding,5343,97,97,1.0,1.0,1.0,64,64,37,37,34,35
final,beam64_lp00,correct_embedding,5344,29998,29998,1.0,1.0,1.0,64,64,25,25,20,21
final,beam64_lp00,correct_embedding,5345,47181,47181,1.0,1.0,1.0,64,64,46,46,40,41
final,beam64_lp00,correct_embedding,5346,48951,48951,1.0,1.0,1.0,64,64,49,49,41,42
final,beam64_lp00,correct_embedding,5347,7900,7900,1.0,1.0,1.0,64,64,27,27,22,23
final,beam64_lp00,correct_embedding,5348,35491,35491,1.0,1.0,1.0,64,64,22,22,19,20
final,beam64_lp00,correct_embedding,5349,7440,7440,1.0,1.0,1.0,64,64,47,47,43,44
final,beam64_lp00,correct_embedding,5350,2043,2043,1.0,1.0,1.0,64,64,41,41,38,39
final,beam64_lp00,correct_embedding,5351,44093,44093,1.0,1.0,1.0,64,64,64,64,56,50
final,beam64_lp00,correct_embedding,5352,14903,14903,1.0,0.0,0.0,64,64,4,4,4,4
final,beam64_lp00,correct_embedding,5353,26114,26114,1.0,1.0,1.0,64,64,19,19,14,15
final,beam64_lp00,correct_embedding,5354,49340,49340,1.0,1.0,1.0,64,64,19,19,18,19
final,beam64_lp00,correct_embedding,5355,10584,10584,1.0,1.0,1.0,64,64,43,43,42,43
final,beam64_lp00,correct_embedding,5356,30446,30446,1.0,1.0,1.0,64,64,56,56,55,50
final,beam64_lp00,correct_embedding,5357,38999,38999,1.0,1.0,1.0,64,64,63,63,44,45
final,beam64_lp00,correct_embedding,5358,18045,18045,1.0,1.0,1.0,64,64,32,32,31,32
final,beam64_lp00,correct_embedding,5359,37477,37477,1.0,1.0,1.0,64,64,50,50,47,48
final,beam64_lp00,correct_embedding,5360,40983,40983,1.0,1.0,1.0,64,64,27,27,21,22
final,beam64_lp00,correct_embedding,5361,4058,4058,1.0,1.0,1.0,64,64,19,19,16,17
final,beam64_lp00,correct_embedding,5362,28612,28612,1.0,1.0,1.0,64,64,56,56,55,50
final,beam64_lp00,correct_embedding,5363,2105,2105,1.0,0.0,0.0,64,64,44,44,44,44
final,beam64_lp00,correct_embedding,5364,3156,3156,1.0,1.0,1.0,64,64,51,51,49,50
final,beam64_lp00,correct_embedding,5365,42754,42754,1.0,1.0,1.0,64,64,50,50,47,48
final,beam64_lp00,correct_embedding,5366,33261,33261,1.0,1.0,1.0,64,64,35,35,32,33
final,beam64_lp00,correct_embedding,5367,38231,38231,1.0,0.0,0.0,64,64,17,17,15,15
final,beam64_lp00,correct_embedding,5368,9330,9330,1.0,1.0,1.0,64,64,35,35,27,28
final,beam64_lp00,correct_embedding,5369,34457,34457,1.0,1.0,1.0,64,64,28,28,24,25
final,beam64_lp00,correct_embedding,5370,26862,26862,1.0,1.0,1.0,64,64,30,30,22,23
final,beam64_lp00,correct_embedding,5371,5537,5537,1.0,1.0,1.0,64,64,56,56,53,50
final,beam64_lp00,correct_embedding,5372,49778,49778,1.0,1.0,1.0,64,64,45,45,43,44
final,beam64_lp00,correct_embedding,5373,14469,14469,1.0,1.0,1.0,64,64,42,42,40,41
final,beam64_lp00,correct_embedding,5374,22863,22863,1.0,1.0,1.0,64,64,25,25,21,22
final,beam64_lp00,correct_embedding,5375,2681,2681,1.0,1.0,1.0,64,64,49,49,43,44
final,beam64_lp00,correct_embedding,5376,17183,17183,1.0,1.0,1.0,64,64,54,54,50,50
final,beam64_lp00,correct_embedding,5377,36423,36423,1.0,1.0,1.0,64,64,62,62,61,50
final,beam64_lp00,correct_embedding,5378,2810,2810,1.0,1.0,1.0,64,64,61,61,47,48
final,beam64_lp00,correct_embedding,5379,2714,2714,1.0,1.0,1.0,64,64,17,17,13,14
final,beam64_lp00,correct_embedding,5380,48776,48776,1.0,0.0,0.0,64,64,20,20,17,17
final,beam64_lp00,correct_embedding,5381,15709,15709,1.0,1.0,1.0,64,64,38,38,34,35
final,beam64_lp00,correct_embedding,5382,46470,46470,1.0,1.0,1.0,64,64,33,33,27,28
final,beam64_lp00,correct_embedding,5383,14531,14531,1.0,1.0,1.0,64,64,32,32,29,30
final,beam64_lp00,correct_embedding,5384,47621,47621,1.0,1.0,1.0,64,64,33,33,31,32
final,beam64_lp00,correct_embedding,5385,31331,31331,1.0,1.0,1.0,64,64,56,56,42,43
final,beam64_lp00,correct_embedding,5386,24719,24719,1.0,1.0,1.0,64,64,41,41,39,40
final,beam64_lp00,correct_embedding,5387,38598,38598,1.0,0.0,0.0,64,64,30,30,30,30
final,beam64_lp00,correct_embedding,5388,20190,20190,1.0,1.0,1.0,64,64,51,51,42,43
final,beam64_lp00,correct_embedding,5389,18901,18901,1.0,1.0,1.0,64,64,57,57,52,50
final,beam64_lp00,correct_embedding,5390,35403,35403,1.0,1.0,1.0,64,64,42,42,30,31
final,beam64_lp00,correct_embedding,5391,36622,36622,1.0,1.0,1.0,64,64,55,55,46,47
final,beam64_lp00,correct_embedding,5392,10736,10736,1.0,1.0,1.0,64,64,53,53,43,44
final,beam64_lp00,correct_embedding,5393,5774,5774,1.0,1.0,1.0,64,64,47,47,44,45
final,beam64_lp00,correct_embedding,5394,6543,6543,1.0,1.0,1.0,64,64,30,30,28,29
final,beam64_lp00,correct_embedding,5395,1611,1611,1.0,1.0,1.0,64,64,56,56,53,50
final,beam64_lp00,correct_embedding,5396,5427,5427,1.0,1.0,1.0,64,64,17,17,12,13
final,beam64_lp00,correct_embedding,5397,7160,7160,1.0,1.0,1.0,64,64,26,26,18,19
final,beam64_lp00,correct_embedding,5398,4271,4271,1.0,1.0,1.0,64,64,32,32,24,25
final,beam64_lp00,correct_embedding,5399,42797,42797,1.0,1.0,1.0,64,64,41,41,35,36
final,beam64_lp00,correct_embedding,5400,13038,13038,1.0,1.0,1.0,64,64,20,20,19,20
final,beam64_lp00,correct_embedding,5401,6855,6855,1.0,1.0,1.0,64,64,63,63,56,50
final,beam64_lp00,correct_embedding,5402,8106,8106,1.0,1.0,1.0,64,64,51,51,46,47
final,beam64_lp00,correct_embedding,5403,42850,42850,1.0,1.0,1.0,64,64,46,46,45,46
final,beam64_lp00,correct_embedding,5404,17430,17430,1.0,1.0,1.0,64,64,49,49,41,42
final,beam64_lp00,correct_embedding,5405,2077,2077,1.0,1.0,1.0,64,64,41,41,36,37
final,beam64_lp00,correct_embedding,5406,13283,13283,1.0,1.0,1.0,64,64,34,34,27,28
final,beam64_lp00,correct_embedding,5407,33948,33948,1.0,1.0,1.0,64,64,57,57,54,50
final,beam64_lp00,correct_embedding,5408,5644,5644,1.0,1.0,1.0,64,64,51,51,49,50
final,beam64_lp00,correct_embedding,5409,22952,22952,1.0,1.0,1.0,64,64,52,52,43,44
final,beam64_lp00,correct_embedding,5410,31443,31443,1.0,1.0,1.0,64,64,36,36,34,35
final,beam64_lp00,correct_embedding,5411,49085,49085,1.0,1.0,1.0,64,64,45,45,43,44
final,beam64_lp00,correct_embedding,5412,37652,37652,1.0,1.0,1.0,64,64,57,57,44,45
final,beam64_lp00,correct_embedding,5413,34295,34295,1.0,1.0,1.0,64,64,36,35,20,21
final,beam64_lp00,correct_embedding,5414,29364,29364,1.0,1.0,1.0,64,64,54,54,43,44
final,beam64_lp00,correct_embedding,5415,28154,28154,1.0,1.0,1.0,64,64,30,30,22,23
final,beam64_lp00,correct_embedding,5416,34720,34720,1.0,1.0,1.0,64,64,42,42,35,36
final,beam64_lp00,correct_embedding,5417,39876,39876,1.0,1.0,1.0,64,64,35,35,29,30
final,beam64_lp00,correct_embedding,5418,1361,1361,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,5419,22606,22606,1.0,1.0,1.0,64,64,48,48,43,44
final,beam64_lp00,correct_embedding,5420,9551,9551,1.0,1.0,1.0,64,64,57,57,52,50
final,beam64_lp00,correct_embedding,5421,46484,46484,1.0,1.0,1.0,64,64,33,33,21,22
final,beam64_lp00,correct_embedding,5422,209,209,1.0,1.0,1.0,64,64,48,48,42,43
final,beam64_lp00,correct_embedding,5423,33580,33580,1.0,1.0,1.0,64,64,61,61,57,50
final,beam64_lp00,correct_embedding,5424,22100,22100,1.0,1.0,1.0,64,64,56,56,51,50
final,beam64_lp00,correct_embedding,5425,44410,44410,1.0,1.0,1.0,64,64,42,42,37,38
final,beam64_lp00,correct_embedding,5426,6178,6178,1.0,1.0,1.0,64,64,51,51,41,42
final,beam64_lp00,correct_embedding,5427,19650,19650,1.0,1.0,1.0,64,64,37,37,31,32
final,beam64_lp00,correct_embedding,5428,1061,1061,1.0,1.0,1.0,64,64,23,23,14,15
final,beam64_lp00,correct_embedding,5429,6479,6479,1.0,1.0,1.0,64,64,17,17,13,14
final,beam64_lp00,correct_embedding,5430,16652,16652,1.0,1.0,1.0,64,64,50,50,44,45
final,beam64_lp00,correct_embedding,5431,36180,36180,1.0,1.0,1.0,64,64,27,27,21,22
final,beam64_lp00,correct_embedding,5432,36123,36123,1.0,1.0,1.0,64,64,60,60,54,50
final,beam64_lp00,correct_embedding,5433,19126,19126,1.0,1.0,1.0,64,64,47,47,36,37
final,beam64_lp00,correct_embedding,5434,1919,1919,1.0,1.0,1.0,64,64,25,25,24,25
final,beam64_lp00,correct_embedding,5435,19309,19309,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,5436,16104,16104,1.0,1.0,1.0,64,64,57,57,40,41
final,beam64_lp00,correct_embedding,5437,11149,11149,1.0,1.0,1.0,64,64,57,57,52,50
final,beam64_lp00,correct_embedding,5438,23148,23148,1.0,1.0,1.0,64,64,59,59,52,50
final,beam64_lp00,correct_embedding,5439,41636,41636,1.0,1.0,1.0,64,64,36,36,26,27
final,beam64_lp00,correct_embedding,5440,34764,34764,1.0,1.0,1.0,64,64,42,42,40,41
final,beam64_lp00,correct_embedding,5441,6412,6412,1.0,1.0,1.0,64,64,51,51,38,39
final,beam64_lp00,correct_embedding,5442,42324,42324,1.0,1.0,1.0,64,64,43,43,34,35
final,beam64_lp00,correct_embedding,5443,10219,10219,1.0,1.0,1.0,64,64,35,35,30,31
final,beam64_lp00,correct_embedding,5444,34238,34238,1.0,1.0,1.0,64,64,38,38,30,31
final,beam64_lp00,correct_embedding,5445,28261,28261,1.0,1.0,1.0,64,64,30,30,26,27
final,beam64_lp00,correct_embedding,5446,20147,20147,1.0,1.0,1.0,64,64,39,39,38,39
final,beam64_lp00,correct_embedding,5447,13482,13482,1.0,1.0,1.0,64,64,60,60,48,49
final,beam64_lp00,correct_embedding,5448,10338,10338,1.0,1.0,1.0,64,64,36,36,32,33
final,beam64_lp00,correct_embedding,5449,10924,10924,1.0,1.0,1.0,64,64,53,53,52,50
final,beam64_lp00,correct_embedding,5450,28212,28212,1.0,1.0,1.0,64,64,37,37,29,30
final,beam64_lp00,correct_embedding,5451,17669,17669,1.0,1.0,1.0,64,64,41,41,38,39
final,beam64_lp00,correct_embedding,5452,20229,20229,1.0,1.0,1.0,64,64,31,31,27,28
final,beam64_lp00,correct_embedding,5453,3189,3189,1.0,1.0,1.0,64,64,26,26,25,26
final,beam64_lp00,correct_embedding,5454,49945,49945,1.0,1.0,1.0,64,64,31,31,26,27
final,beam64_lp00,correct_embedding,5455,33606,33606,1.0,1.0,1.0,64,64,63,63,56,50
final,beam64_lp00,correct_embedding,5456,12418,12418,1.0,0.0,0.0,64,64,39,39,39,39
final,beam64_lp00,correct_embedding,5457,8528,8528,1.0,1.0,1.0,64,64,28,28,23,24
final,beam64_lp00,correct_embedding,5458,34016,34016,1.0,1.0,1.0,64,64,34,34,30,31
final,beam64_lp00,correct_embedding,5459,12557,12557,1.0,1.0,1.0,64,64,26,26,25,26
final,beam64_lp00,correct_embedding,5460,4125,4125,1.0,1.0,1.0,64,64,53,53,44,45
final,beam64_lp00,correct_embedding,5461,33929,33929,1.0,1.0,1.0,64,64,31,31,26,27
final,beam64_lp00,correct_embedding,5462,48892,48892,1.0,1.0,1.0,64,64,56,56,55,50
final,beam64_lp00,correct_embedding,5463,289,289,1.0,1.0,1.0,64,64,24,24,19,20
final,beam64_lp00,correct_embedding,5464,6521,6521,1.0,1.0,1.0,64,64,64,64,49,50
final,beam64_lp00,correct_embedding,5465,8587,8587,1.0,1.0,1.0,64,64,22,22,16,17
final,beam64_lp00,correct_embedding,5466,5994,5994,1.0,1.0,1.0,64,64,61,61,50,50
final,beam64_lp00,correct_embedding,5467,16417,16417,1.0,1.0,1.0,64,64,34,34,25,26
final,beam64_lp00,correct_embedding,5468,44414,44414,1.0,1.0,1.0,64,64,42,42,37,38
final,beam64_lp00,correct_embedding,5469,32701,32701,1.0,1.0,1.0,64,64,35,35,29,30
final,beam64_lp00,correct_embedding,5470,31374,31374,1.0,1.0,1.0,64,64,27,27,24,25
final,beam64_lp00,correct_embedding,5471,34590,34590,1.0,1.0,1.0,64,64,38,38,36,37
final,beam64_lp00,correct_embedding,5472,38611,38611,1.0,1.0,1.0,64,64,59,59,52,50
final,beam64_lp00,correct_embedding,5473,10420,10420,1.0,1.0,1.0,64,64,47,47,44,45
final,beam64_lp00,correct_embedding,5474,18636,18636,1.0,1.0,1.0,64,64,37,37,25,26
final,beam64_lp00,correct_embedding,5475,46253,46253,1.0,1.0,1.0,64,64,44,44,37,38
final,beam64_lp00,correct_embedding,5476,16750,16750,1.0,1.0,1.0,64,64,64,64,63,50
final,beam64_lp00,correct_embedding,5477,12914,12914,1.0,1.0,1.0,64,64,35,35,32,33
final,beam64_lp00,correct_embedding,5478,10505,10505,1.0,1.0,1.0,64,64,61,61,58,50
final,beam64_lp00,correct_embedding,5479,22818,22818,1.0,1.0,1.0,64,64,40,40,35,36
final,beam64_lp00,correct_embedding,5480,31409,31409,1.0,1.0,1.0,64,64,50,50,46,47
final,beam64_lp00,correct_embedding,5481,41253,41253,1.0,1.0,1.0,64,64,58,58,42,43
final,beam64_lp00,correct_embedding,5482,7844,7844,1.0,1.0,1.0,64,64,31,31,25,26
final,beam64_lp00,correct_embedding,5483,22701,22701,1.0,1.0,1.0,64,64,29,29,23,24
final,beam64_lp00,correct_embedding,5484,46568,46568,1.0,1.0,1.0,64,64,28,28,27,28
