phase,policy,control,query_position,target_index,condition_source_index,greedy_token_decoded,greedy_rdkit_valid,greedy_policy_accepted,raw_non_greedy_draws,raw_token_decoded,raw_rdkit_valid,raw_policy_accepted,unique_policy_accepted_non_greedy,retained_unique_candidate_count
development,beam64_lp00,correct_embedding,928,935826,935826,1.0,1.0,1.0,64,64,31,31,24,25
development,beam64_lp00,correct_embedding,929,826153,826153,1.0,1.0,1.0,64,64,51,51,48,49
development,beam64_lp00,correct_embedding,930,869326,869326,1.0,1.0,1.0,64,64,53,53,51,50
development,beam64_lp00,correct_embedding,931,162598,162598,1.0,1.0,1.0,64,64,29,29,26,27
development,beam64_lp00,correct_embedding,932,712257,712257,1.0,1.0,1.0,64,64,35,35,33,34
development,beam64_lp00,correct_embedding,933,821017,821017,1.0,1.0,1.0,64,64,48,48,41,42
development,beam64_lp00,correct_embedding,934,548481,548481,1.0,1.0,1.0,64,64,64,64,62,50
development,beam64_lp00,correct_embedding,935,674414,674414,1.0,1.0,1.0,64,64,32,32,30,31
development,beam64_lp00,correct_embedding,936,54522,54522,1.0,1.0,1.0,64,64,28,28,24,25
development,beam64_lp00,correct_embedding,937,974701,974701,1.0,1.0,1.0,64,64,59,59,55,50
development,beam64_lp00,correct_embedding,938,580626,580626,1.0,1.0,1.0,64,64,26,26,23,24
development,beam64_lp00,correct_embedding,939,95759,95759,1.0,0.0,0.0,64,64,34,34,33,33
development,beam64_lp00,correct_embedding,940,433956,433956,1.0,1.0,1.0,64,64,9,9,8,9
development,beam64_lp00,correct_embedding,941,122094,122094,1.0,1.0,1.0,64,64,17,17,9,10
development,beam64_lp00,correct_embedding,942,165401,165401,1.0,1.0,1.0,64,64,40,40,38,39
development,beam64_lp00,correct_embedding,943,373772,373772,1.0,1.0,1.0,64,64,55,55,40,41
development,beam64_lp00,correct_embedding,944,169486,169486,1.0,1.0,1.0,64,64,31,31,24,25
development,beam64_lp00,correct_embedding,945,972739,972739,1.0,1.0,1.0,64,64,19,19,15,16
development,beam64_lp00,correct_embedding,946,618675,618675,1.0,1.0,1.0,64,64,52,52,36,37
development,beam64_lp00,correct_embedding,947,34136,34136,1.0,1.0,1.0,64,64,39,39,37,38
development,beam64_lp00,correct_embedding,948,656861,656861,1.0,1.0,1.0,64,64,31,31,24,25
development,beam64_lp00,correct_embedding,949,396550,396550,1.0,1.0,1.0,64,64,33,33,27,28
development,beam64_lp00,correct_embedding,950,492937,492937,1.0,1.0,1.0,64,64,42,42,39,40
development,beam64_lp00,correct_embedding,951,167883,167883,1.0,1.0,1.0,64,64,53,53,43,44
development,beam64_lp00,correct_embedding,952,740881,740881,1.0,1.0,1.0,64,64,14,14,12,13
development,beam64_lp00,correct_embedding,953,104074,104074,1.0,1.0,1.0,64,64,49,49,45,46
development,beam64_lp00,correct_embedding,954,163178,163178,1.0,1.0,1.0,64,64,41,41,38,39
development,beam64_lp00,correct_embedding,955,822437,822437,1.0,1.0,1.0,64,64,46,46,42,43
development,beam64_lp00,correct_embedding,956,327274,327274,1.0,1.0,1.0,64,64,44,44,30,31
development,beam64_lp00,correct_embedding,957,64269,64269,1.0,1.0,1.0,64,64,27,27,22,23
development,beam64_lp00,correct_embedding,958,999193,999193,1.0,1.0,1.0,64,64,39,39,35,36
development,beam64_lp00,correct_embedding,959,427043,427043,1.0,1.0,1.0,64,64,31,31,24,25
development,beam64_lp00,correct_embedding,960,756066,756066,1.0,1.0,1.0,64,64,19,19,11,12
development,beam64_lp00,correct_embedding,961,343246,343246,1.0,1.0,1.0,64,64,55,55,51,50
development,beam64_lp00,correct_embedding,962,160665,160665,1.0,1.0,1.0,64,64,30,30,26,27
development,beam64_lp00,correct_embedding,963,363607,363607,1.0,1.0,1.0,64,64,49,49,45,46
development,beam64_lp00,correct_embedding,964,429066,429066,1.0,1.0,1.0,64,64,36,36,26,27
development,beam64_lp00,correct_embedding,965,508349,508349,1.0,1.0,1.0,64,64,58,58,55,50
development,beam64_lp00,correct_embedding,966,351064,351064,1.0,1.0,1.0,64,64,20,20,17,18
development,beam64_lp00,correct_embedding,967,469651,469651,1.0,1.0,1.0,64,64,23,23,15,16
development,beam64_lp00,correct_embedding,968,30874,30874,1.0,1.0,1.0,64,64,26,26,22,23
development,beam64_lp00,correct_embedding,969,686156,686156,1.0,1.0,1.0,64,64,50,50,48,49
development,beam64_lp00,correct_embedding,970,884292,884292,1.0,1.0,1.0,64,64,58,58,57,50
development,beam64_lp00,correct_embedding,971,738567,738567,1.0,1.0,1.0,64,64,56,56,46,47
development,beam64_lp00,correct_embedding,972,124523,124523,1.0,1.0,1.0,64,64,56,56,40,41
development,beam64_lp00,correct_embedding,973,169473,169473,1.0,1.0,1.0,64,64,27,27,21,22
development,beam64_lp00,correct_embedding,974,363224,363224,1.0,1.0,1.0,64,64,29,29,24,25
development,beam64_lp00,correct_embedding,975,236996,236996,1.0,1.0,1.0,64,64,29,28,20,21
development,beam64_lp00,correct_embedding,976,903180,903180,1.0,1.0,1.0,64,64,30,30,25,26
development,beam64_lp00,correct_embedding,977,401853,401853,1.0,1.0,1.0,64,64,34,34,24,25
development,beam64_lp00,correct_embedding,978,459723,459723,1.0,0.0,0.0,64,64,13,13,13,13
development,beam64_lp00,correct_embedding,979,991021,991021,1.0,1.0,1.0,64,64,23,23,16,17
development,beam64_lp00,correct_embedding,980,317211,317211,1.0,1.0,1.0,64,64,30,29,20,21
development,beam64_lp00,correct_embedding,981,143427,143427,1.0,1.0,1.0,64,64,59,59,53,50
development,beam64_lp00,correct_embedding,982,229790,229790,1.0,1.0,1.0,64,64,39,39,28,29
development,beam64_lp00,correct_embedding,983,390770,390770,1.0,1.0,1.0,64,64,30,30,21,22
development,beam64_lp00,correct_embedding,984,860215,860215,1.0,1.0,1.0,64,64,51,51,46,47
development,beam64_lp00,correct_embedding,985,713532,713532,1.0,1.0,1.0,64,64,39,39,32,33
development,beam64_lp00,correct_embedding,986,311983,311983,1.0,1.0,1.0,64,64,29,29,24,25
development,beam64_lp00,correct_embedding,987,802044,802044,1.0,1.0,1.0,64,64,29,29,23,24
development,beam64_lp00,correct_embedding,988,144947,144947,1.0,1.0,1.0,64,64,35,35,28,29
development,beam64_lp00,correct_embedding,989,847340,847340,1.0,1.0,1.0,64,64,42,42,34,35
development,beam64_lp00,correct_embedding,990,249147,249147,1.0,1.0,1.0,64,64,38,38,31,32
development,beam64_lp00,correct_embedding,991,7591,7591,1.0,1.0,1.0,64,64,38,38,28,29
development,beam64_lp00,correct_embedding,992,183894,183894,1.0,1.0,1.0,64,64,39,39,36,37
development,beam64_lp00,correct_embedding,993,937613,937613,1.0,1.0,1.0,64,64,30,30,23,24
development,beam64_lp00,correct_embedding,994,722562,722562,1.0,1.0,1.0,64,64,35,35,30,31
development,beam64_lp00,correct_embedding,995,805455,805455,1.0,1.0,1.0,64,64,34,34,33,34
development,beam64_lp00,correct_embedding,996,690331,690331,1.0,1.0,1.0,64,64,47,47,46,47
development,beam64_lp00,correct_embedding,997,913212,913212,1.0,0.0,0.0,64,64,41,41,41,41
development,beam64_lp00,correct_embedding,998,298589,298589,1.0,1.0,1.0,64,64,60,60,54,50
development,beam64_lp00,correct_embedding,999,928406,928406,1.0,1.0,1.0,64,64,53,53,50,50
development,beam64_lp00,correct_embedding,1000,29810,29810,1.0,1.0,1.0,64,64,33,33,26,27
development,beam64_lp00,correct_embedding,1001,488599,488599,1.0,1.0,1.0,64,64,26,26,24,25
development,beam64_lp00,correct_embedding,1002,20505,20505,1.0,1.0,1.0,64,64,62,62,61,50
development,beam64_lp00,correct_embedding,1003,667336,667336,1.0,1.0,1.0,64,64,35,35,20,21
development,beam64_lp00,correct_embedding,1004,103379,103379,1.0,1.0,1.0,64,64,20,20,19,20
development,beam64_lp00,correct_embedding,1005,248264,248264,1.0,1.0,1.0,64,64,27,27,22,23
development,beam64_lp00,correct_embedding,1006,635558,635558,1.0,1.0,1.0,64,64,30,30,26,27
development,beam64_lp00,correct_embedding,1007,239102,239102,1.0,1.0,1.0,64,64,51,51,48,49
development,beam64_lp00,correct_embedding,1008,677476,677476,1.0,1.0,1.0,64,64,20,20,13,14
development,beam64_lp00,correct_embedding,1009,554711,554711,1.0,1.0,1.0,64,64,27,27,24,25
development,beam64_lp00,correct_embedding,1010,371257,371257,1.0,1.0,1.0,64,64,19,19,17,18
development,beam64_lp00,correct_embedding,1011,348215,348215,1.0,1.0,1.0,64,64,37,37,31,32
development,beam64_lp00,correct_embedding,1012,542102,542102,1.0,1.0,1.0,64,64,64,64,63,50
development,beam64_lp00,correct_embedding,1013,762193,762193,1.0,1.0,1.0,64,64,41,41,36,37
development,beam64_lp00,correct_embedding,1014,383519,383519,1.0,1.0,1.0,64,64,55,55,44,45
development,beam64_lp00,correct_embedding,1015,463454,463454,1.0,1.0,1.0,64,64,9,9,6,7
development,beam64_lp00,correct_embedding,1016,769083,769083,1.0,1.0,1.0,64,64,57,57,50,50
development,beam64_lp00,correct_embedding,1017,931154,931154,1.0,1.0,1.0,64,64,41,41,37,38
development,beam64_lp00,correct_embedding,1018,640919,640919,1.0,1.0,1.0,64,64,27,27,25,26
development,beam64_lp00,correct_embedding,1019,840135,840135,1.0,1.0,1.0,64,64,60,60,54,50
development,beam64_lp00,correct_embedding,1020,362219,362219,1.0,1.0,1.0,64,64,33,33,27,28
development,beam64_lp00,correct_embedding,1021,144455,144455,1.0,1.0,1.0,64,64,32,32,19,20
development,beam64_lp00,correct_embedding,1022,795286,795286,1.0,1.0,1.0,64,64,46,46,42,43
development,beam64_lp00,correct_embedding,1023,322374,322374,1.0,1.0,1.0,64,64,47,47,41,42
development,beam64_lp00,correct_embedding,1024,926641,926641,1.0,1.0,1.0,64,64,63,63,62,50
development,beam64_lp00,correct_embedding,1025,309103,309103,1.0,1.0,1.0,64,64,40,40,38,39
development,beam64_lp00,correct_embedding,1026,606095,606095,1.0,1.0,1.0,64,64,50,50,48,49
development,beam64_lp00,correct_embedding,1027,614250,614250,1.0,1.0,1.0,64,64,59,59,57,50
development,beam64_lp00,correct_embedding,1028,261863,261863,1.0,1.0,1.0,64,64,28,28,26,27
development,beam64_lp00,correct_embedding,1029,634099,634099,1.0,1.0,1.0,64,64,47,47,40,41
development,beam64_lp00,correct_embedding,1030,549803,549803,1.0,1.0,1.0,64,64,57,57,54,50
development,beam64_lp00,correct_embedding,1031,124564,124564,1.0,1.0,1.0,64,64,50,50,42,43
development,beam64_lp00,correct_embedding,1032,932741,932741,1.0,1.0,1.0,64,64,28,28,17,18
development,beam64_lp00,correct_embedding,1033,809790,809790,1.0,1.0,1.0,64,64,20,20,12,13
development,beam64_lp00,correct_embedding,1034,61606,61606,1.0,1.0,1.0,64,64,39,39,34,35
development,beam64_lp00,correct_embedding,1035,774071,774071,1.0,1.0,1.0,64,64,28,28,20,21
development,beam64_lp00,correct_embedding,1036,286953,286953,1.0,1.0,1.0,64,64,35,35,28,29
development,beam64_lp00,correct_embedding,1037,702038,702038,1.0,1.0,1.0,64,64,55,55,39,40
development,beam64_lp00,correct_embedding,1038,865587,865587,1.0,1.0,1.0,64,64,42,42,38,39
development,beam64_lp00,correct_embedding,1039,533039,533039,1.0,0.0,0.0,64,64,30,30,30,30
development,beam64_lp00,correct_embedding,1040,113370,113370,1.0,1.0,1.0,64,64,18,18,14,15
development,beam64_lp00,correct_embedding,1041,601775,601775,1.0,1.0,1.0,64,64,61,61,60,50
development,beam64_lp00,correct_embedding,1042,931304,931304,1.0,1.0,1.0,64,64,45,45,39,40
development,beam64_lp00,correct_embedding,1043,467252,467252,1.0,1.0,1.0,64,64,26,26,21,22
development,beam64_lp00,correct_embedding,1044,475461,475461,1.0,1.0,1.0,64,64,43,43,37,38
development,beam64_lp00,correct_embedding,1045,515069,515069,1.0,1.0,1.0,64,64,29,29,21,22
development,beam64_lp00,correct_embedding,1046,115600,115600,1.0,1.0,1.0,64,64,32,32,28,29
development,beam64_lp00,correct_embedding,1047,195975,195975,1.0,1.0,1.0,64,64,32,32,26,27
development,beam64_lp00,correct_embedding,1048,968812,968812,1.0,1.0,1.0,64,64,39,39,34,35
development,beam64_lp00,correct_embedding,1049,208875,208875,1.0,1.0,1.0,64,64,37,37,34,35
development,beam64_lp00,correct_embedding,1050,41352,41352,1.0,1.0,1.0,64,64,37,37,31,32
development,beam64_lp00,correct_embedding,1051,67667,67667,1.0,1.0,1.0,64,64,41,41,30,31
development,beam64_lp00,correct_embedding,1052,858396,858396,1.0,1.0,1.0,64,64,29,29,21,22
development,beam64_lp00,correct_embedding,1053,542255,542255,1.0,1.0,1.0,64,64,60,60,51,50
development,beam64_lp00,correct_embedding,1054,179323,179323,1.0,1.0,1.0,64,64,30,30,23,24
development,beam64_lp00,correct_embedding,1055,818020,818020,1.0,1.0,1.0,64,64,58,58,53,50
development,beam64_lp00,correct_embedding,1056,739717,739717,1.0,1.0,1.0,64,64,21,21,18,19
development,beam64_lp00,correct_embedding,1057,156654,156654,1.0,1.0,1.0,64,64,40,40,32,33
development,beam64_lp00,correct_embedding,1058,948523,948523,1.0,1.0,1.0,64,64,63,63,54,50
development,beam64_lp00,correct_embedding,1059,802323,802323,1.0,1.0,1.0,64,64,26,26,22,23
development,beam64_lp00,correct_embedding,1060,886058,886058,1.0,1.0,1.0,64,64,20,20,18,19
development,beam64_lp00,correct_embedding,1061,649915,649915,1.0,1.0,1.0,64,64,34,34,26,27
development,beam64_lp00,correct_embedding,1062,842084,842084,1.0,1.0,1.0,64,64,27,27,23,24
development,beam64_lp00,correct_embedding,1063,310569,310569,1.0,1.0,1.0,64,64,40,40,36,37
development,beam64_lp00,correct_embedding,1064,306777,306777,1.0,1.0,1.0,64,64,55,55,54,50
development,beam64_lp00,correct_embedding,1065,336787,336787,1.0,1.0,1.0,64,64,40,40,32,33
development,beam64_lp00,correct_embedding,1066,420817,420817,1.0,1.0,1.0,64,64,49,49,35,36
development,beam64_lp00,correct_embedding,1067,32297,32297,1.0,1.0,1.0,64,64,41,41,36,37
development,beam64_lp00,correct_embedding,1068,687672,687672,1.0,1.0,1.0,64,64,33,33,30,31
development,beam64_lp00,correct_embedding,1069,243229,243229,1.0,1.0,1.0,64,64,41,41,28,29
development,beam64_lp00,correct_embedding,1070,27617,27617,1.0,1.0,1.0,64,64,64,64,56,50
development,beam64_lp00,correct_embedding,1071,789119,789119,1.0,1.0,1.0,64,64,45,45,40,41
development,beam64_lp00,correct_embedding,1072,808888,808888,1.0,1.0,1.0,64,64,39,39,32,33
development,beam64_lp00,correct_embedding,1073,8425,8425,1.0,1.0,1.0,64,64,20,20,14,15
development,beam64_lp00,correct_embedding,1074,332630,332630,1.0,1.0,1.0,64,64,42,42,33,34
development,beam64_lp00,correct_embedding,1075,261833,261833,1.0,1.0,1.0,64,64,38,38,33,34
development,beam64_lp00,correct_embedding,1076,504582,504582,1.0,1.0,1.0,64,64,29,29,20,21
development,beam64_lp00,correct_embedding,1077,189314,189314,1.0,1.0,1.0,64,64,53,53,44,45
development,beam64_lp00,correct_embedding,1078,677215,677215,1.0,1.0,1.0,64,64,17,17,16,17
development,beam64_lp00,correct_embedding,1079,247887,247887,1.0,1.0,1.0,64,64,23,23,22,23
development,beam64_lp00,correct_embedding,1080,122422,122422,1.0,1.0,1.0,64,64,30,30,24,25
development,beam64_lp00,correct_embedding,1081,603966,603966,1.0,1.0,1.0,64,64,50,50,47,48
development,beam64_lp00,correct_embedding,1082,564114,564114,1.0,1.0,1.0,64,64,43,43,41,42
development,beam64_lp00,correct_embedding,1083,3004,3004,1.0,1.0,1.0,64,64,26,26,23,24
development,beam64_lp00,correct_embedding,1084,971129,971129,1.0,1.0,1.0,64,64,36,36,33,34
development,beam64_lp00,correct_embedding,1085,578255,578255,1.0,1.0,1.0,64,64,29,29,21,22
development,beam64_lp00,correct_embedding,1086,947169,947169,1.0,1.0,1.0,64,64,54,54,53,50
development,beam64_lp00,correct_embedding,1087,580604,580604,1.0,1.0,1.0,64,64,17,17,14,15
development,beam64_lp00,correct_embedding,1088,822266,822266,1.0,1.0,1.0,64,64,20,20,17,18
development,beam64_lp00,correct_embedding,1089,549294,549294,1.0,1.0,1.0,64,64,62,62,59,50
development,beam64_lp00,correct_embedding,1090,112150,112150,1.0,1.0,1.0,64,64,17,17,16,17
development,beam64_lp00,correct_embedding,1091,426274,426274,1.0,1.0,1.0,64,64,61,61,56,50
development,beam64_lp00,correct_embedding,1092,629615,629615,1.0,1.0,1.0,64,64,34,34,28,29
development,beam64_lp00,correct_embedding,1093,597973,597973,1.0,1.0,1.0,64,64,32,32,25,26
development,beam64_lp00,correct_embedding,1094,991554,991554,1.0,1.0,1.0,64,64,34,34,29,30
development,beam64_lp00,correct_embedding,1095,670378,670378,1.0,1.0,1.0,64,64,33,33,28,29
development,beam64_lp00,correct_embedding,1096,883668,883668,1.0,1.0,1.0,64,64,29,29,24,25
development,beam64_lp00,correct_embedding,1097,8340,8340,1.0,1.0,1.0,64,64,23,23,17,18
development,beam64_lp00,correct_embedding,1098,136181,136181,1.0,1.0,1.0,64,64,40,40,25,26
development,beam64_lp00,correct_embedding,1099,689071,689071,1.0,1.0,1.0,64,64,32,32,21,22
development,beam64_lp00,correct_embedding,1100,477901,477901,1.0,1.0,1.0,64,64,64,64,58,50
development,beam64_lp00,correct_embedding,1101,643597,643597,1.0,1.0,1.0,64,64,63,63,51,50
development,beam64_lp00,correct_embedding,1102,454112,454112,1.0,1.0,1.0,64,64,63,63,58,50
development,beam64_lp00,correct_embedding,1103,982411,982411,1.0,1.0,1.0,64,64,27,27,24,25
development,beam64_lp00,correct_embedding,1104,914054,914054,1.0,1.0,1.0,64,64,29,29,26,27
development,beam64_lp00,correct_embedding,1105,196916,196916,1.0,1.0,1.0,64,64,59,59,53,50
development,beam64_lp00,correct_embedding,1106,615141,615141,1.0,1.0,1.0,64,64,22,22,16,17
development,beam64_lp00,correct_embedding,1107,593875,593875,1.0,1.0,1.0,64,64,34,34,27,28
development,beam64_lp00,correct_embedding,1108,34420,34420,1.0,1.0,1.0,64,64,39,39,30,31
development,beam64_lp00,correct_embedding,1109,227633,227633,1.0,1.0,1.0,64,64,52,52,40,41
development,beam64_lp00,correct_embedding,1110,177656,177656,1.0,1.0,1.0,64,64,36,36,23,24
development,beam64_lp00,correct_embedding,1111,809038,809038,1.0,1.0,1.0,64,64,46,46,40,41
development,beam64_lp00,correct_embedding,1112,241784,241784,1.0,1.0,1.0,64,64,43,43,36,37
development,beam64_lp00,correct_embedding,1113,562272,562272,1.0,1.0,1.0,64,64,39,39,35,36
development,beam64_lp00,correct_embedding,1114,266576,266576,1.0,1.0,1.0,64,64,37,37,34,35
development,beam64_lp00,correct_embedding,1115,81172,81172,1.0,1.0,1.0,64,64,35,35,25,26
development,beam64_lp00,correct_embedding,1116,504732,504732,1.0,1.0,1.0,64,64,44,44,40,41
development,beam64_lp00,correct_embedding,1117,153657,153657,1.0,1.0,1.0,64,64,29,29,26,27
development,beam64_lp00,correct_embedding,1118,328097,328097,1.0,0.0,0.0,64,64,0,0,0,0
development,beam64_lp00,correct_embedding,1119,204784,204784,1.0,1.0,1.0,64,64,56,56,53,50
development,beam64_lp00,correct_embedding,1120,831221,831221,1.0,1.0,1.0,64,64,42,42,27,28
development,beam64_lp00,correct_embedding,1121,245777,245777,1.0,1.0,1.0,64,64,42,42,40,41
development,beam64_lp00,correct_embedding,1122,415756,415756,1.0,1.0,1.0,64,64,25,25,22,23
development,beam64_lp00,correct_embedding,1123,975207,975207,1.0,1.0,1.0,64,64,62,62,50,50
development,beam64_lp00,correct_embedding,1124,627454,627454,1.0,1.0,1.0,64,64,49,49,30,31
development,beam64_lp00,correct_embedding,1125,437127,437127,1.0,1.0,1.0,64,64,33,33,26,27
development,beam64_lp00,correct_embedding,1126,602368,602368,1.0,1.0,1.0,64,64,63,63,58,50
development,beam64_lp00,correct_embedding,1127,278393,278393,1.0,1.0,1.0,64,64,37,37,28,29
development,beam64_lp00,correct_embedding,1128,211156,211156,1.0,1.0,1.0,64,64,55,55,54,50
development,beam64_lp00,correct_embedding,1129,850191,850191,1.0,1.0,1.0,64,64,35,35,30,31
development,beam64_lp00,correct_embedding,1130,554600,554600,1.0,1.0,1.0,64,64,51,51,39,40
development,beam64_lp00,correct_embedding,1131,42987,42987,1.0,1.0,1.0,64,64,37,37,33,34
development,beam64_lp00,correct_embedding,1132,2297,2297,1.0,1.0,1.0,64,64,33,33,31,32
development,beam64_lp00,correct_embedding,1133,635433,635433,1.0,1.0,1.0,64,64,32,32,27,28
development,beam64_lp00,correct_embedding,1134,717233,717233,1.0,1.0,1.0,64,64,16,16,12,13
development,beam64_lp00,correct_embedding,1135,834177,834177,1.0,1.0,1.0,64,64,50,50,40,41
development,beam64_lp00,correct_embedding,1136,834208,834208,1.0,1.0,1.0,64,64,39,39,35,36
development,beam64_lp00,correct_embedding,1137,151475,151475,1.0,1.0,1.0,64,64,28,28,24,25
development,beam64_lp00,correct_embedding,1138,150441,150441,1.0,1.0,1.0,64,64,64,64,53,50
development,beam64_lp00,correct_embedding,1139,678809,678809,1.0,0.0,0.0,64,64,32,32,32,32
development,beam64_lp00,correct_embedding,1140,32175,32175,1.0,1.0,1.0,64,64,30,30,29,30
development,beam64_lp00,correct_embedding,1141,460489,460489,1.0,1.0,1.0,64,64,39,39,31,32
development,beam64_lp00,correct_embedding,1142,98081,98081,1.0,0.0,0.0,64,64,32,32,32,32
development,beam64_lp00,correct_embedding,1143,988401,988401,1.0,1.0,1.0,64,64,49,49,47,48
development,beam64_lp00,correct_embedding,1144,921833,921833,1.0,1.0,1.0,64,64,60,60,57,50
development,beam64_lp00,correct_embedding,1145,316732,316732,1.0,1.0,1.0,64,64,56,56,45,46
development,beam64_lp00,correct_embedding,1146,704872,704872,1.0,1.0,1.0,64,64,27,27,21,22
development,beam64_lp00,correct_embedding,1147,452646,452646,1.0,1.0,1.0,64,64,51,51,40,41
development,beam64_lp00,correct_embedding,1148,445888,445888,1.0,1.0,1.0,64,64,57,57,49,50
development,beam64_lp00,correct_embedding,1149,420863,420863,1.0,1.0,1.0,64,64,36,36,26,27
development,beam64_lp00,correct_embedding,1150,795007,795007,1.0,1.0,1.0,64,64,21,21,18,19
development,beam64_lp00,correct_embedding,1151,962788,962788,1.0,1.0,1.0,64,64,34,34,28,29
development,beam64_lp00,correct_embedding,1152,175267,175267,1.0,1.0,1.0,64,64,41,41,38,39
development,beam64_lp00,correct_embedding,1153,553317,553317,1.0,1.0,1.0,64,64,33,33,27,28
development,beam64_lp00,correct_embedding,1154,487531,487531,1.0,1.0,1.0,64,64,61,61,58,50
development,beam64_lp00,correct_embedding,1155,696049,696049,1.0,1.0,1.0,64,64,54,54,51,50
development,beam64_lp00,correct_embedding,1156,208005,208005,1.0,1.0,1.0,64,64,51,51,43,44
development,beam64_lp00,correct_embedding,1157,715932,715932,1.0,1.0,1.0,64,64,33,33,30,31
development,beam64_lp00,correct_embedding,1158,51144,51144,1.0,1.0,1.0,64,64,18,18,11,12
development,beam64_lp00,correct_embedding,1159,47084,47084,1.0,1.0,1.0,64,64,60,60,47,48
development,beam64_lp00,correct_embedding,1160,373553,373553,1.0,1.0,1.0,64,64,58,58,51,50
development,beam64_lp00,correct_embedding,1161,697806,697806,1.0,1.0,1.0,64,64,59,59,48,49
development,beam64_lp00,correct_embedding,1162,960867,960867,1.0,1.0,1.0,64,64,38,38,35,36
development,beam64_lp00,correct_embedding,1163,886539,886539,1.0,1.0,1.0,64,64,18,18,14,15
development,beam64_lp00,correct_embedding,1164,506241,506241,1.0,1.0,1.0,64,64,54,54,42,43
development,beam64_lp00,correct_embedding,1165,807598,807598,1.0,1.0,1.0,64,64,50,50,47,48
development,beam64_lp00,correct_embedding,1166,54355,54355,1.0,1.0,1.0,64,64,25,25,16,17
development,beam64_lp00,correct_embedding,1167,638027,638027,1.0,1.0,1.0,64,64,53,53,50,50
development,beam64_lp00,correct_embedding,1168,519020,519020,1.0,1.0,1.0,64,64,26,26,17,18
development,beam64_lp00,correct_embedding,1169,280909,280909,1.0,1.0,1.0,64,64,21,21,19,20
development,beam64_lp00,correct_embedding,1170,991061,991061,1.0,1.0,1.0,64,64,39,39,31,32
development,beam64_lp00,correct_embedding,1171,874208,874208,1.0,1.0,1.0,64,64,57,57,53,50
development,beam64_lp00,correct_embedding,1172,382873,382873,1.0,1.0,1.0,64,64,50,50,46,47
development,beam64_lp00,correct_embedding,1173,478824,478824,1.0,1.0,1.0,64,64,25,25,18,19
development,beam64_lp00,correct_embedding,1174,363590,363590,1.0,1.0,1.0,64,64,22,22,19,20
development,beam64_lp00,correct_embedding,1175,746511,746511,1.0,1.0,1.0,64,64,21,21,16,17
development,beam64_lp00,correct_embedding,1176,105844,105844,1.0,1.0,1.0,64,64,26,26,18,19
development,beam64_lp00,correct_embedding,1177,263005,263005,1.0,1.0,1.0,64,64,19,19,14,15
development,beam64_lp00,correct_embedding,1178,68138,68138,1.0,1.0,1.0,64,64,46,46,44,45
development,beam64_lp00,correct_embedding,1179,860392,860392,1.0,1.0,1.0,64,64,45,45,38,39
development,beam64_lp00,correct_embedding,1180,522247,522247,1.0,1.0,1.0,64,64,32,32,30,31
development,beam64_lp00,correct_embedding,1181,462601,462601,1.0,1.0,1.0,64,64,39,39,35,36
development,beam64_lp00,correct_embedding,1182,730965,730965,1.0,1.0,1.0,64,64,52,52,50,50
development,beam64_lp00,correct_embedding,1183,383297,383297,1.0,1.0,1.0,64,64,43,43,36,37
development,beam64_lp00,correct_embedding,1184,172092,172092,1.0,1.0,1.0,64,64,26,26,21,22
development,beam64_lp00,correct_embedding,1185,288454,288454,1.0,1.0,1.0,64,64,31,31,22,23
development,beam64_lp00,correct_embedding,1186,148032,148032,1.0,1.0,1.0,64,64,63,63,50,50
development,beam64_lp00,correct_embedding,1187,386824,386824,1.0,1.0,1.0,64,64,53,53,52,50
development,beam64_lp00,correct_embedding,1188,910384,910384,1.0,1.0,1.0,64,64,17,17,14,15
development,beam64_lp00,correct_embedding,1189,761875,761875,1.0,1.0,1.0,64,64,64,64,57,50
development,beam64_lp00,correct_embedding,1190,915611,915611,1.0,1.0,1.0,64,64,38,38,37,38
development,beam64_lp00,correct_embedding,1191,794824,794824,1.0,1.0,1.0,64,64,55,55,48,49
development,beam64_lp00,correct_embedding,1192,194203,194203,1.0,1.0,1.0,64,64,19,19,15,16
development,beam64_lp00,correct_embedding,1193,598220,598220,1.0,1.0,1.0,64,64,33,33,23,24
development,beam64_lp00,correct_embedding,1194,333022,333022,1.0,1.0,1.0,64,64,38,38,27,28
development,beam64_lp00,correct_embedding,1195,806452,806452,1.0,1.0,1.0,64,64,26,26,14,15
development,beam64_lp00,correct_embedding,1196,404072,404072,1.0,1.0,1.0,64,64,38,38,36,37
development,beam64_lp00,correct_embedding,1197,575160,575160,1.0,1.0,1.0,64,64,34,34,32,33
development,beam64_lp00,correct_embedding,1198,379020,379020,1.0,1.0,1.0,64,64,57,57,51,50
development,beam64_lp00,correct_embedding,1199,413,413,1.0,1.0,1.0,64,64,6,6,5,6
development,beam64_lp00,correct_embedding,1200,764770,764770,1.0,0.0,0.0,64,64,27,27,25,25
development,beam64_lp00,correct_embedding,1201,718484,718484,1.0,1.0,1.0,64,64,53,53,50,50
development,beam64_lp00,correct_embedding,1202,732838,732838,1.0,1.0,1.0,64,64,24,24,19,20
development,beam64_lp00,correct_embedding,1203,150778,150778,1.0,1.0,1.0,64,64,23,23,11,12
development,beam64_lp00,correct_embedding,1204,19118,19118,1.0,1.0,1.0,64,64,47,47,42,43
development,beam64_lp00,correct_embedding,1205,351998,351998,1.0,1.0,1.0,64,64,48,48,44,45
